tax_sp_level,N,N_human_impacted,N_mines,N_impacted_total,AOO_all,AOO_left,nbe_occ_protected_area,AOO_without_impact,AOO_decline,Category_code_CA
Lavandula coronopifolia,10,NA,0,4,28,8,1,20,28.57142857142857,LC or NT
Lavandula rotundifolia,1,NA,0,0,4,0,0,4,0,LC or NT
Lavandula somaliensis,1,0,0,0,4,0,0,4,0,LC or NT
Lavigeria macrocarpa,69,7,3,10,236,36,13,200,15.254237288135593,LC or NT
Lawsonia inermis,25,5,0,4,92,16,1,76,17.391304347826086,LC or NT
Lebeckia contaminata,1,0,0,0,4,0,0,4,0,LC or NT
Lebeckia cytisoides,1,0,0,0,4,0,0,4,0,LC or NT
Lebeckia linearifolia,1,0,0,0,4,0,0,4,0,LC or NT
Lebeckia multiflora,1,0,0,0,4,0,0,4,0,LC or NT
Lebeckia obovata,1,0,0,0,4,0,0,4,0,LC or NT
Lebeckia sericea,1,0,0,0,4,0,0,4,0,LC or NT
Lebeckia simsiana,1,0,0,0,4,0,0,4,0,LC or NT
Lebrunia bushaie,26,3,0,3,80,8,1,72,10,LC or NT
Lebruniodendron leptanthum,21,4,0,4,72,12,2,60,16.666666666666664,LC or NT
Lecaniodiscus cupanioides,124,56,4,30,352,100,42,252,28.40909090909091,LC or NT
Lecaniodiscus fraxinifolius,71,8,2,8,248,32,13,216,12.903225806451612,LC or NT
Lecaniodiscus punctatus,5,4,0,4,12,8,0,4,66.66666666666666,EN
Lecanthus peduncularis,5,0,0,0,16,0,1,16,0,LC or NT
Lecomtedoxa biraudii,7,0,0,0,24,0,0,24,0,LC or NT
Lecomtedoxa klaineana,32,2,0,2,92,4,12,88,4.3478260869565215,LC or NT
Lecomtedoxa nogo,23,3,0,3,76,4,10,72,5.263157894736842,LC or NT
Lecomtedoxa plumosa,6,0,0,0,8,0,6,8,0,LC or NT
Lecomtedoxa saint-aubinii,2,0,0,0,8,0,1,8,0,LC or NT
Ledebouria barteri,30,4,0,4,116,16,10,100,13.793103448275861,LC or NT
Ledebouria camerooniana,14,2,0,2,56,8,0,48,14.285714285714285,LC or NT
Ledebouria cooperi,3,1,0,1,12,4,0,8,33.33333333333333,VU
Ledebouria cordifolia,1,0,0,0,4,0,1,4,0,LC or NT
Ledebouria floribunda,1,0,0,0,4,0,0,4,0,LC or NT
Ledebouria graminifolia,1,1,1,1,4,4,0,0,100,CR
Ledebouria kirkii,3,0,1,1,12,4,0,8,33.33333333333333,VU
Ledebouria luteola,1,1,0,1,4,4,0,0,100,CR
Ledebouria revoluta,27,12,0,11,100,40,6,60,40,VU
Ledebouria sudanica,13,6,0,6,44,20,4,24,45.45454545454545,VU
Ledebouria zambesiaca,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella aloides,2,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella annithomae,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella batangensis,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella bifurcata,2,0,0,0,8,0,0,8,0,LC or NT
Ledermanniella boloensis,2,1,0,1,8,4,0,4,50,EN
Ledermanniella bosii,4,0,0,0,8,0,0,8,0,LC or NT
Ledermanniella boumiensis,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella bowlingii,1,1,0,1,4,4,0,0,100,CR
Ledermanniella congolana,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella cristata,5,0,0,0,16,0,1,16,0,LC or NT
Ledermanniella fluitans,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella fusilla,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella gabonensis,2,0,0,0,8,0,0,8,0,LC or NT
Ledermanniella guineensis,5,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella harrisii,3,1,0,1,12,4,0,8,33.33333333333333,VU
Ledermanniella keayi,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella letestui,3,0,0,0,12,0,1,12,0,LC or NT
Ledermanniella letouzeyi,4,0,0,0,12,0,0,12,0,LC or NT
Ledermanniella linearifolia,4,0,0,0,8,0,0,8,0,LC or NT
Ledermanniella minutissima,1,1,0,1,4,4,0,0,100,CR
Ledermanniella mortonii,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella musciformis,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella nicolasii,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella onanae,3,0,0,0,8,0,0,8,0,LC or NT
Ledermanniella paulsitae,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella pepehabai,1,1,0,0,4,0,1,4,0,LC or NT
Ledermanniella prasina,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella pusilla,4,1,0,1,16,4,0,12,25,LC or NT
Ledermanniella pygmaea,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella schlechteri,5,3,0,3,16,8,0,8,50,EN
Ledermanniella tenuifolia,2,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella thollonii,2,0,0,0,8,0,1,8,0,LC or NT
Ledermanniella torrei,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella variabilis,1,0,0,0,4,0,0,4,0,LC or NT
Ledermanniella warmingiana,1,0,0,0,4,0,0,4,0,LC or NT
Leea guineensis,365,91,15,75,1236,280,85,956,22.653721682847898,LC or NT
Leersia angustifolia,1,1,0,1,4,4,0,0,100,CR
Leersia denudata,8,0,0,0,28,0,1,28,0,LC or NT
Leersia drepanothrix,5,3,1,3,20,12,0,8,60,EN
Leersia hexandra,144,43,2,44,516,156,19,360,30.23255813953488,VU
Leersia nematostachya,1,0,0,0,4,0,0,4,0,LC or NT
Leersia oncothrix,1,0,0,0,4,0,0,4,0,LC or NT
Leersia tisserantii,8,0,0,0,20,0,1,20,0,LC or NT
Leersia triandra,1,1,0,1,4,4,0,0,100,CR
Leeuwenbergia africana,10,0,3,3,32,8,4,24,25,LC or NT
Leeuwenbergia letestui,2,0,0,0,8,0,0,8,0,LC or NT
Lefebvrea abyssinica,45,8,1,9,172,36,4,136,20.930232558139537,LC or NT
Lefebvrea angustisecta,13,0,0,0,32,0,6,32,0,LC or NT
Lefebvrea atropurpurea,4,3,0,3,16,12,0,4,75,EN
Lefebvrea brachystyla,1,1,0,1,4,4,0,0,100,CR
Lefebvrea droopii,10,0,0,0,32,0,7,32,0,LC or NT
Lefebvrea grantii,108,32,4,33,340,92,4,248,27.058823529411764,LC or NT
Lefebvrea kupensis,1,0,0,0,4,0,0,4,0,LC or NT
Lefebvrea longipedicellata,10,3,0,3,40,12,1,28,30,VU
Lefebvrea oblongisecta,1,0,0,0,4,0,0,4,0,LC or NT
Lefebvrea stenosperma,1,0,0,0,4,0,0,4,0,LC or NT
Leiothylax callewaertii,1,0,0,0,4,0,0,4,0,LC or NT
Leiothylax guangensis,1,0,0,0,4,0,0,4,0,LC or NT
Leiothylax quangensis,11,7,0,7,16,4,0,12,25,LC or NT
Leipoldtia schultzei,1,0,0,0,4,0,0,4,0,LC or NT
Lelya osteocarpa,20,4,1,5,56,12,0,44,21.428571428571427,LC or NT
Lelya prostrata,5,0,0,0,20,0,1,20,0,LC or NT
Lemna aequinoctialis,15,6,0,5,60,20,2,40,33.33333333333333,VU
Lemna perpusilla,1,1,0,1,4,4,0,0,100,CR
Leonardoxa africana,136,22,4,26,424,56,28,368,13.20754716981132,LC or NT
Leonotis decadonta,10,3,0,3,36,8,4,28,22.22222222222222,LC or NT
Leonotis goetzei,3,0,0,0,12,0,4,12,0,LC or NT
Leonotis grandis,3,1,0,1,12,4,0,8,33.33333333333333,VU
Leonotis leonurus,4,0,0,0,16,0,0,16,0,LC or NT
Leonotis mollissima,12,3,1,4,44,12,3,32,27.27272727272727,LC or NT
Leonotis myricifolia,5,0,0,0,20,0,1,20,0,LC or NT
Leonotis nepetifolia,81,24,3,22,312,84,12,228,26.923076923076923,LC or NT
Leonotis ocymifolia,66,15,1,14,260,56,19,204,21.53846153846154,LC or NT
Lepidagathis alopecuroides,109,43,6,28,360,84,38,276,23.333333333333332,LC or NT
Lepidagathis andersoniana,35,6,0,6,104,20,2,84,19.230769230769234,LC or NT
Lepidagathis anobrya,62,21,0,18,200,56,11,144,28.000000000000004,LC or NT
Lepidagathis appendiculata,1,0,0,0,4,0,1,4,0,LC or NT
Lepidagathis calycina,4,1,0,1,16,4,0,12,25,LC or NT
Lepidagathis capituliformis,2,0,0,0,8,0,1,8,0,LC or NT
Lepidagathis collina,23,3,1,1,84,4,4,80,4.761904761904762,LC or NT
Lepidagathis diversa,19,3,0,3,32,4,0,28,12.5,LC or NT
Lepidagathis epacridea,1,0,0,0,4,0,0,4,0,LC or NT
Lepidagathis eriocephala,3,0,0,0,8,0,3,8,0,LC or NT
Lepidagathis fimbriata,7,2,0,2,28,8,1,20,28.57142857142857,LC or NT
Lepidagathis fischeri,33,11,0,10,116,32,4,84,27.586206896551722,LC or NT
Lepidagathis glandulosa,13,6,0,6,52,24,1,28,46.15384615384615,VU
Lepidagathis gossweileri,4,2,0,2,16,8,0,8,50,EN
Lepidagathis hamiltoniana,10,2,0,2,40,8,1,32,20,LC or NT
Lepidagathis heudelotiana,12,2,0,2,44,8,1,36,18.181818181818183,LC or NT
Lepidagathis lanatoglabra,36,4,1,5,136,16,7,120,11.76470588235294,LC or NT
Lepidagathis macrochila,4,0,0,0,16,0,0,16,0,LC or NT
Lepidagathis nemorosa,20,4,2,6,76,24,1,52,31.57894736842105,VU
Lepidagathis pallescens,9,0,1,1,36,4,1,32,11.11111111111111,LC or NT
Lepidagathis peniculifera,6,0,0,0,20,0,2,20,0,LC or NT
Lepidagathis pobeguinii,1,0,0,0,4,0,0,4,0,LC or NT
Lepidagathis rogersii,7,2,0,2,28,8,1,20,28.57142857142857,LC or NT
Lepidagathis scabra,16,5,0,5,60,20,0,40,33.33333333333333,VU
Lepidagathis scariosa,40,16,2,16,140,48,4,92,34.285714285714285,VU
Lepidagathis sericea,5,1,0,1,20,4,2,16,20,LC or NT
Lepidagathis villosa,1,0,0,0,4,0,0,4,0,LC or NT
Lepidium africanum,7,2,0,2,24,8,2,16,33.33333333333333,VU
Lepidium angolense,1,0,0,0,4,0,1,4,0,LC or NT
Lepidium englerianum,2,1,0,1,8,4,0,4,50,EN
Lepidium keniense,1,0,0,0,4,0,0,4,0,LC or NT
Lepidium niloticum,1,0,0,0,4,0,0,4,0,LC or NT
Lepidobotrys staudtii,59,11,0,10,164,28,9,136,17.073170731707318,LC or NT
Lepidotrichilia volkensii,97,23,0,21,360,80,38,280,22.22222222222222,LC or NT
Lepisanthes perrieri,5,3,0,2,20,8,1,12,40,VU
Lepisanthes senegalensis,54,14,1,12,164,36,18,128,21.951219512195124,LC or NT
Lepisorus excavatus,124,27,6,26,452,92,39,360,20.353982300884958,LC or NT
Lepisorus preussii,3,2,3,1,12,4,2,8,33.33333333333333,VU
Lepisorus schraderi,7,2,0,1,28,4,3,24,14.285714285714285,LC or NT
Lepisorus spicata,14,1,0,1,52,4,3,48,7.6923076923076925,LC or NT
Lepistemon owariense,60,18,0,15,224,52,10,172,23.214285714285715,LC or NT
Lepistemon parviflorum,16,7,3,5,64,20,6,44,31.25,VU
Leplaea adenopunctata,24,22,3,13,64,48,10,16,75,EN
Leplaea cauliflora,17,0,2,2,52,8,0,44,15.384615384615385,LC or NT
Leplaea cedrata,253,131,19,56,612,180,110,432,29.411764705882355,LC or NT
Leplaea laurentii,147,43,0,9,292,28,47,264,9.58904109589041,LC or NT
Leplaea mangenotiana,5,3,0,3,20,12,0,8,60,EN
Leplaea mayombensis,70,6,3,9,224,32,11,192,14.285714285714285,LC or NT
Leplaea thompsonii,141,45,4,24,404,84,56,320,20.792079207920793,LC or NT
Leptactina angolensis,1,0,0,0,4,0,0,4,0,LC or NT
Leptactina benguelensis,63,13,2,12,220,36,9,184,16.363636363636363,LC or NT
Leptactina delagoensis,38,4,0,4,124,16,7,108,12.903225806451612,LC or NT
Leptactina densiflora,64,52,7,32,176,116,26,60,65.9090909090909,EN
Leptactina hexamera,29,0,0,0,100,0,19,100,0,LC or NT
Leptactina involucrata,96,16,1,12,320,32,16,288,10,LC or NT
Leptactina latifolia,21,1,0,1,68,4,0,64,5.88235294117647,LC or NT
Leptactina laurentiana,39,5,0,3,128,8,7,120,6.25,LC or NT
Leptactina leopoldi-secundi,90,12,1,12,216,20,8,196,9.25925925925926,LC or NT
Leptactina liebrechtsiana,24,1,0,1,64,4,0,60,6.25,LC or NT
Leptactina mannii,229,15,10,24,748,72,36,676,9.62566844919786,LC or NT
Leptactina oxyloba,6,0,0,0,20,0,5,20,0,LC or NT
Leptactina papyrophloea,7,0,0,0,24,0,4,24,0,LC or NT
Leptactina platyphylla,33,8,2,8,112,20,16,92,17.857142857142858,LC or NT
Leptactina pynaertii,97,5,6,11,320,44,18,276,13.750000000000002,LC or NT
Leptactina rheophytica,1,0,0,0,4,0,1,4,0,LC or NT
Leptactina senegambica,27,5,2,7,76,28,0,48,36.84210526315789,VU
Leptadenia arborea,24,10,0,10,92,40,0,52,43.47826086956522,VU
Leptadenia hastata,54,25,1,25,212,96,3,116,45.28301886792453,VU
Leptadenia pyrotechnica,12,2,0,1,48,4,2,44,8.333333333333332,LC or NT
Leptaspis zeylanica,195,36,4,26,656,96,65,560,14.634146341463413,LC or NT
Leptaulus congolanus,92,14,0,9,308,16,16,292,5.194805194805195,LC or NT
Leptaulus daphnoides,168,59,21,39,552,132,52,420,23.91304347826087,LC or NT
Leptaulus grandifolius,31,6,0,6,104,12,1,92,11.538461538461538,LC or NT
Leptaulus holstii,82,7,1,7,288,28,23,260,9.722222222222223,LC or NT
Leptocarydion vulpiastrum,18,6,0,6,68,20,2,48,29.411764705882355,LC or NT
Leptochloa caerulescens,50,17,0,11,192,40,15,152,20.833333333333336,LC or NT
Leptochloa caudata,11,5,0,5,44,20,1,24,45.45454545454545,VU
Leptochloa chinensis,1,0,0,0,4,0,0,4,0,LC or NT
Leptochloa eleusine,1,0,0,0,4,0,0,4,0,LC or NT
Leptochloa fusca,45,19,1,20,140,44,2,96,31.428571428571427,VU
Leptochloa malabarica,1,0,0,0,4,0,0,4,0,LC or NT
Leptochloa obtusiflora,11,3,1,3,44,12,0,32,27.27272727272727,LC or NT
Leptochloa panicea,9,3,0,2,36,8,1,28,22.22222222222222,LC or NT
Leptochloa rupestris,1,0,0,0,4,0,1,4,0,LC or NT
Leptochloa uniflora,14,3,0,2,52,8,1,44,15.384615384615385,LC or NT
Leptoderris aurantiaca,7,1,0,0,20,0,2,20,0,LC or NT
Leptoderris brachyptera,59,18,3,14,220,56,8,164,25.454545454545453,LC or NT
Leptoderris burundiensis,6,0,0,0,20,0,1,20,0,LC or NT
Leptoderris claessensii,1,0,0,0,4,0,0,4,0,LC or NT
Leptoderris congolensis,71,23,0,10,196,40,21,156,20.408163265306122,LC or NT
Leptoderris coriacea,1,0,0,0,4,0,0,4,0,LC or NT
Leptoderris cyclocarpa,7,4,0,4,28,16,2,12,57.14285714285714,EN
Leptoderris cylindrica,4,1,0,0,16,0,1,16,0,LC or NT
Leptoderris dinklagei,31,24,7,24,108,88,6,20,81.48148148148148,CR
Leptoderris fasciculata,96,21,7,17,324,60,27,264,18.51851851851852,LC or NT
Leptoderris gabonica,1,0,0,0,4,0,0,4,0,LC or NT
Leptoderris gilletii,5,0,0,0,16,0,0,16,0,LC or NT
Leptoderris glabrata,49,14,4,9,152,24,8,128,15.789473684210526,LC or NT
Leptoderris goetzei,10,1,0,0,32,0,1,32,0,LC or NT
Leptoderris harmsiana,9,0,0,0,20,0,2,20,0,LC or NT
Leptoderris hypargyrea,19,1,0,1,72,4,1,68,5.555555555555555,LC or NT
Leptoderris laurentii,35,9,0,2,88,8,9,80,9.090909090909092,LC or NT
Leptoderris ledermannii,4,0,0,0,16,0,1,16,0,LC or NT
Leptoderris macrothyrsa,4,3,0,3,16,12,0,4,75,EN
Leptoderris micrantha,7,5,0,5,20,12,1,8,60,EN
Leptoderris miegei,12,10,0,9,32,20,2,12,62.5,EN
Leptoderris mildbraedii,1,0,0,0,4,0,0,4,0,LC or NT
Leptoderris nobilis,38,10,1,11,124,36,0,88,29.03225806451613,LC or NT
Leptoderris reygaertii,7,0,0,0,20,0,0,20,0,LC or NT
Leptoderris robusta,1,0,0,0,4,0,0,4,0,LC or NT
Leptoderris tomentella,10,1,0,1,32,4,2,28,12.5,LC or NT
Leptoderris trifoliolata,4,2,0,2,12,4,0,8,33.33333333333333,VU
Leptoderris velutina,4,1,0,1,16,4,0,12,25,LC or NT
Leptolaena multiflora,1,0,0,0,4,0,1,4,0,LC or NT
Leptonychia bampsii,20,4,2,5,76,20,2,56,26.31578947368421,LC or NT
Leptonychia batangensis,14,4,1,5,52,20,4,32,38.46153846153847,VU
Leptonychia brieyi,1,0,0,0,4,0,0,4,0,LC or NT
Leptonychia chrysocarpa,1,0,0,0,4,0,0,4,0,LC or NT
Leptonychia devillei,4,0,0,0,16,0,0,16,0,LC or NT
Leptonychia dewildei,4,0,0,0,16,0,2,16,0,LC or NT
Leptonychia echinocarpa,141,5,0,5,420,20,31,400,4.761904761904762,LC or NT
Leptonychia kamerunensis,14,0,0,0,32,0,0,32,0,LC or NT
Leptonychia lasiogyne,53,8,2,10,168,36,5,132,21.428571428571427,LC or NT
Leptonychia macrantha,17,9,0,9,52,24,4,28,46.15384615384615,VU
Leptonychia mayumbensis,12,0,0,0,16,0,0,16,0,LC or NT
Leptonychia melanocarpa,15,0,0,0,28,0,1,28,0,LC or NT
Leptonychia mildbraedii,5,0,0,0,20,0,2,20,0,LC or NT
Leptonychia moyesiae,4,0,0,0,8,0,2,8,0,LC or NT
Leptonychia multiflora,49,14,0,8,168,24,20,144,14.285714285714285,LC or NT
Leptonychia occidentalis,23,17,1,17,88,64,2,24,72.72727272727273,EN
Leptonychia pallida,48,3,0,3,128,4,10,124,3.125,LC or NT
Leptonychia pubescens,22,11,0,7,76,24,12,52,31.57894736842105,VU
Leptonychia subtomentosa,6,0,0,0,12,0,0,12,0,LC or NT
Leptonychia tessmannii,1,0,0,0,4,0,1,4,0,LC or NT
Leptonychia tokana,84,36,0,15,176,52,28,124,29.545454545454547,LC or NT
Leptonychia usambarensis,41,0,1,1,136,4,20,132,2.941176470588235,LC or NT
Leptonychia wagemansii,1,0,0,0,4,0,0,4,0,LC or NT
Leptospron adenanthum,26,9,3,8,88,32,6,56,36.36363636363637,VU
Leptoterantha mayumbensis,15,1,0,1,56,4,1,52,7.142857142857142,LC or NT
Leptothrium senegalense,10,2,0,2,36,8,0,28,22.22222222222222,LC or NT
Lepturus radicans,2,0,0,0,8,0,0,8,0,LC or NT
Lepturus repens,3,0,0,0,12,0,0,12,0,LC or NT
Lessertia benguellensis,3,0,0,0,12,0,0,12,0,LC or NT
Lessertia falciformis,3,0,0,0,12,0,0,12,0,LC or NT
Lessertia frutescens,4,0,0,0,12,0,0,12,0,LC or NT
Lessertia pauciflora,1,0,0,0,4,0,0,4,0,LC or NT
Letestua durissima,14,0,0,0,40,0,3,40,0,LC or NT
Letestudoxa bella,19,1,0,1,76,4,4,72,5.263157894736842,LC or NT
Letestudoxa glabrifolia,3,0,0,0,12,0,0,12,0,LC or NT
Letestudoxa lanuginosa,3,1,0,1,12,4,0,8,33.33333333333333,VU
Letestuella tisserantii,3,2,0,2,12,8,0,4,66.66666666666666,EN
Lettowianthus stellatus,45,2,0,2,148,8,18,140,5.405405405405405,LC or NT
Leucadendron coniferum,2,0,0,0,4,0,0,4,0,LC or NT
Leucadendron gandogeri,2,0,0,0,4,0,0,4,0,LC or NT
Leucadendron glaberrimum,1,0,0,0,4,0,0,4,0,LC or NT
Leucadendron laureolum,3,0,0,0,8,0,0,8,0,LC or NT
Leucadendron nitidum,4,0,0,0,8,0,0,8,0,LC or NT
Leucadendron osbornei,1,0,0,0,4,0,0,4,0,LC or NT
Leucadendron pubescens,2,0,0,0,4,0,0,4,0,LC or NT
Leucadendron strobilinum,1,1,0,1,4,4,0,0,100,CR
Leucadendron tinctum,1,0,0,0,4,0,0,4,0,LC or NT
Leucadendron xanthoconus,1,0,0,0,4,0,0,4,0,LC or NT
Leucas abyssinica,28,14,0,14,112,56,1,56,50,EN
Leucas aggerestris,1,0,1,1,4,4,0,0,100,CR
Leucas alluaudii,21,4,0,3,60,12,14,48,20,LC or NT
Leucas argentea,6,5,0,5,24,20,0,4,83.33333333333334,CR
Leucas bakeri,1,0,0,0,4,0,0,4,0,LC or NT
Leucas bracteosa,7,1,0,1,28,4,0,24,14.285714285714285,LC or NT
Leucas calostachya,30,21,0,18,120,72,5,48,60,EN
Leucas capensis,1,0,0,0,4,0,0,4,0,LC or NT
Leucas cuneifolia,1,0,0,0,4,0,0,4,0,LC or NT
Leucas deflexa,88,7,1,7,296,28,27,268,9.45945945945946,LC or NT
Leucas densiflora,19,0,0,0,68,0,9,68,0,LC or NT
Leucas discolor,15,0,0,0,60,0,0,60,0,LC or NT
Leucas ebracteata,1,0,0,0,4,0,0,4,0,LC or NT
Leucas fulvipila,3,1,0,0,12,0,1,12,0,LC or NT
Leucas glabrata,41,16,0,13,156,48,5,108,30.76923076923077,VU
Leucas grandis,24,2,0,2,88,8,14,80,9.090909090909092,LC or NT
Leucas jamesii,11,1,0,1,36,4,0,32,11.11111111111111,LC or NT
Leucas martinicensis,75,29,3,27,284,96,12,188,33.80281690140845,VU
Leucas masaiensis,25,12,0,10,92,32,5,60,34.78260869565217,VU
Leucas membranaceus,1,0,0,0,4,0,0,4,0,LC or NT
Leucas menthifolia,30,3,0,3,92,12,8,80,13.043478260869565,LC or NT
Leucas milanjiana,12,2,0,2,44,8,0,36,18.181818181818183,LC or NT
Leucas minutiflora,3,0,0,0,12,0,0,12,0,LC or NT
Leucas mwingensis,9,0,0,0,36,0,0,36,0,LC or NT
Leucas neuflizeana,14,4,0,4,52,16,2,36,30.76923076923077,VU
Leucas nubica,9,2,0,2,32,8,0,24,25,LC or NT
Leucas nyassae,10,1,0,1,40,4,1,36,10,LC or NT
Leucas oligocephala,71,9,0,8,196,24,21,172,12.244897959183673,LC or NT
Leucas pechuelii,4,0,0,0,16,0,0,16,0,LC or NT
Leucas sexdentata,2,0,0,0,8,0,0,8,0,LC or NT
Leucas somalensis,2,2,0,2,8,8,0,0,100,CR
Leucas songeana,7,2,0,1,28,4,1,24,14.285714285714285,LC or NT
Leucas stachydiformis,11,11,0,11,44,44,0,0,100,CR
Leucas stormsii,11,1,0,1,44,4,2,40,9.090909090909092,LC or NT
Leucas stricta,3,0,0,0,12,0,2,12,0,LC or NT
Leucas subarcuata,3,0,1,1,12,4,1,8,33.33333333333333,VU
Leucas tettensis,23,6,0,5,80,20,4,60,25,LC or NT
Leucas tomentosa,3,0,0,0,12,0,1,12,0,LC or NT
Leucas tsavoensis,31,4,4,1,112,4,17,108,3.571428571428571,LC or NT
Leucas urticifolia,15,4,0,3,56,8,2,48,14.285714285714285,LC or NT
Leucas urundensis,27,8,2,9,84,24,0,60,28.57142857142857,LC or NT
Leucas usagarensis,10,1,0,1,36,4,1,32,11.11111111111111,LC or NT
Leucas volkensii,24,0,0,0,72,0,23,72,0,LC or NT
Leucas wilsonii,2,1,0,1,8,4,0,4,50,EN
Leucomphalos brachycarpus,31,6,0,3,104,12,7,92,11.538461538461538,LC or NT
Leucomphalos capparideus,52,3,2,5,196,20,8,176,10.204081632653061,LC or NT
Leucomphalos discolor,17,16,0,3,32,12,14,20,37.5,VU
Leucomphalos libericus,5,4,1,3,20,12,2,8,60,EN
Leucomphalos mildbraedii,19,2,0,2,76,8,4,68,10.526315789473683,LC or NT
Leucosidea sericea,2,1,0,1,8,4,0,4,50,EN
Leucospermum conocarpodendron,2,0,0,0,8,0,0,8,0,LC or NT
Leucospermum conocarpum,1,0,0,0,4,0,0,4,0,LC or NT
Leucospermum cordifolium,2,0,0,0,8,0,0,8,0,LC or NT
Leucospermum gracile,1,0,0,0,4,0,0,4,0,LC or NT
Leucospermum heterophyllum,1,0,0,0,4,0,0,4,0,LC or NT
Leucospermum saxosum,1,0,0,0,4,0,1,4,0,LC or NT
Leucospermum truncatulum,1,0,0,0,4,0,0,4,0,LC or NT
Leucosphaera bainesii,5,0,0,0,20,0,0,20,0,LC or NT
Leysera gnaphalodes,1,0,0,0,4,0,0,4,0,LC or NT
Leysera longipes,1,0,0,0,4,0,0,4,0,LC or NT
Leysera tenella,1,0,0,0,4,0,0,4,0,LC or NT
Librevillea klainei,102,5,0,5,272,20,18,252,7.352941176470589,LC or NT
Lichtensteinia lacera,3,0,0,0,12,0,0,12,0,LC or NT
Lijndenia barteri,26,11,4,11,96,40,3,56,41.66666666666667,VU
Lijndenia bequaertii,11,1,0,1,16,4,0,12,25,LC or NT
Lijndenia brenanii,6,0,0,0,20,0,4,20,0,LC or NT
Lijndenia fragrans,22,0,3,1,76,4,6,72,5.263157894736842,LC or NT
Lijndenia greenwayi,8,0,0,0,16,0,2,16,0,LC or NT
Lijndenia jasminoides,26,1,0,1,88,4,16,84,4.545454545454546,LC or NT
Lijndenia procteri,5,0,0,0,20,0,6,20,0,LC or NT
Lijndenia semseii,9,0,0,0,24,0,3,24,0,LC or NT
Limaciopsis loangensis,5,2,0,0,16,0,2,16,0,LC or NT
Limeum aethiopicum,2,0,0,0,8,0,0,8,0,LC or NT
Limeum africanum,1,0,0,0,4,0,0,4,0,LC or NT
Limeum angustifolium,1,0,0,0,4,0,0,4,0,LC or NT
Limeum argute-carinatum,6,1,0,1,24,4,0,20,16.666666666666664,LC or NT
Limeum diffusum,3,0,0,0,12,0,0,12,0,LC or NT
Limeum fenestratum,14,2,0,2,56,8,1,48,14.285714285714285,LC or NT
Limeum humifusum,1,0,0,0,4,0,0,4,0,LC or NT
Limeum katangense,3,0,0,0,12,0,0,12,0,LC or NT
Limeum myosotis,2,0,0,0,8,0,0,8,0,LC or NT
Limeum praetermissum,2,0,0,0,8,0,0,8,0,LC or NT
Limeum pterocarpum,2,0,0,0,8,0,0,8,0,LC or NT
Limeum sulcatum,7,0,0,0,28,0,0,28,0,LC or NT
Limeum viscosum,32,7,0,7,128,28,3,100,21.875,LC or NT
Limnophila bangweolensis,1,0,0,0,4,0,0,4,0,LC or NT
Limnophila barteri,14,4,1,4,56,16,3,40,28.57142857142857,LC or NT
Limnophila ceratophylloides,4,0,0,0,16,0,0,16,0,LC or NT
Limnophila dasyantha,3,0,0,0,12,0,0,12,0,LC or NT
Limnophila fluviatilis,1,0,0,0,4,0,0,4,0,LC or NT
Limnophila indica,15,5,0,4,60,16,3,44,26.666666666666668,LC or NT
Limnophyton angolense,23,11,3,12,92,48,3,44,52.17391304347826,EN
Limnophyton fluitans,6,0,0,0,24,0,3,24,0,LC or NT
Limnophyton obtusifolium,27,16,1,13,108,52,5,56,48.148148148148145,VU
Limonium amoenum,1,0,0,0,4,0,0,4,0,LC or NT
Limonium anthericoides,1,0,0,0,4,0,0,4,0,LC or NT
Limonium axillare,3,0,0,0,12,0,0,12,0,LC or NT
Limonium braunii,1,NA,0,0,4,0,0,4,0,LC or NT
Limonium brunneri,1,NA,0,0,4,0,0,4,0,LC or NT
Limonium capense,1,0,0,0,4,0,0,4,0,LC or NT
Limonium cylindrifolium,1,0,0,0,4,0,0,4,0,LC or NT
Limonium dregeanum,3,0,0,0,12,0,0,12,0,LC or NT
Limonium dyeri,1,0,0,0,4,0,1,4,0,LC or NT
Limonium longifolium,1,1,0,1,4,4,0,0,100,CR
Limonium pruinosum,1,1,0,1,4,4,0,0,100,CR
Limonium purpuratum,1,0,0,0,4,0,0,4,0,LC or NT
Limonium scabrum,1,0,0,0,4,0,0,4,0,LC or NT
Limonium sinuatum,1,0,0,0,4,0,0,4,0,LC or NT
